Date,Game,Earnings,Players,Tournaments,ReleaseDate,Genre,TotalEarnings,TotalPlayers,TotalTournaments,Earnings_YoY_Growth,Players_YoY_Growth,Tournaments_YoY_Growth,Release_Decade
2022-04-01,Power Rangers: Battle for the Grid,1756.2,8,1,2019-01-01,Fighting Game,6746.8,26,12,933.0588235294117,166.66666666666666,0.0,2020
2022-04-01,Pavlov,1260.0,19,3,2017-01-01,First-Person Shooter,1260.0,19,3,,,,2020
2022-04-01,BlazBlue: Central Fiction,786.3,8,1,2015-01-01,Fighting Game,89603.21,114,50,30.75145085388362,100.0,0.0,2020
2022-04-01,Super Smash Bros. Melee,786.27,8,2,2001-01-01,Fighting Game,4061572.65,1963,2695,-47.582,33.33333333333333,0.0,2020
2022-04-01,Age of Mythology,675.0,8,3,2002-01-01,Strategy,155403.52,217,257,-71.23988069876438,-11.111111111111116,-40.0,2020
2022-04-01,Blaston,500.0,3,1,2020-01-01,First-Person Shooter,19623.06,27,22,-50.0,-70.0,-50.0,2020
2022-04-01,Street Fighter V: Champion Edition,393.13,3,1,2020-01-01,Fighting Game,1205026.67,271,153,-99.43387743769814,-75.0,0.0,2020
2022-04-01,TrackMania 2: Canyon,327.38,4,1,2011-01-01,Racing,23514.91,25,38,-3.050225065150447,33.33333333333333,0.0,2020
2022-04-01,Age of Empires III,310.0,8,2,2005-01-01,Strategy,115843.65,166,163,-69.3069306930693,0.0,0.0,2020
2022-04-01,BlazBlue: Cross Tag Battle,235.88,3,1,2018-01-01,Fighting Game,97872.7,128,42,12.323809523809516,0.0,0.0,2020
2022-04-01,Melty Blood: Type Lumina,235.88,3,1,2021-01-01,Fighting Game,37842.49,48,12,-63.71076923076924,0.0,0.0,2020
2022-04-01,Rivals of Aether,235.88,3,1,2015-01-01,Fighting Game,41314.85,63,24,-21.373333333333335,200.0,0.0,2020
2022-04-01,Under Night In-Birth Exe:Late[cl-r],235.88,3,1,2020-01-01,Fighting Game,6337.01,38,9,-90.1305439330544,-62.5,0.0,2020
2022-04-01,Soul Calibur VI,157.26,3,1,2018-01-01,Fighting Game,176687.27,127,71,-60.7742386071687,0.0,0.0,2020
2022-04-01,ARMS,100.0,3,1,2017-01-01,Fighting Game,22559.9,130,112,-60.1593625498008,0.0,0.0,2020
2022-04-01,Age of Empires Online,55.0,4,1,2011-01-01,Strategy,9806.56,44,50,-44.99999999999999,0.0,0.0,2020
2022-05-01,Arena of Valor,11849503.32,292,80,2015-01-01,Multiplayer Online Battle Arena,77920901.06,1986,156,2237.1441859474353,213.9784946236559,2566.666666666667,2020
2022-05-01,League of Legends: Wild Rift,9904198.68,306,93,2021-01-01,Multiplayer Online Battle Arena,9480421.08,1428,107,960.8610411311054,-9.999999999999998,1062.5,2020
2022-05-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,6401821.78,558,12,2017-01-01,Battle Royale,73971090.93,3841,284,350.7453703229421,-25.6,-14.28571428571429,2020
2022-05-01,Fortnite,3536900.0,536,38,2017-01-01,Battle Royale,169935795.99,7819,1735,621.3746685702631,19.910514541387016,2.7027027027026973,2020
2022-05-01,Free Fire,1820000.0,76,1,2017-01-01,Battle Royale,15168032.93,1580,86,200.33576218054588,-71.74721189591078,-80.0,2020
2022-05-01,Counter-Strike: Global Offensive,1572395.52,726,50,2012-01-01,First-Person Shooter,161615824.69,16272,6886,0.7942182671682341,-26.29441624365483,-21.875,2020
2022-05-01,Apex Legends,1017405.22,161,4,2019-01-01,Battle Royale,21042713.01,2163,714,997.8794546629584,15.827338129496393,-66.66666666666667,2020
2022-05-01,Rocket League,940757.94,603,81,2015-01-01,Sports,35177053.26,3945,3674,351.76733057535483,43.230403800475074,47.272727272727266,2020
2022-05-01,Dota 2,901378.2,290,10,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,-38.54465491617597,-39.958592132505174,-33.333333333333336,2020
2022-05-01,Rainbow Six Siege,688662.88,193,9,2015-01-01,First-Person Shooter,39493024.47,2933,543,75.32635002774389,-31.802120141342762,0.0,2020
2022-05-01,Identity V,620093.34,14,1,2018-01-01,Strategy,1774630.31,73,5,33.803639873550416,133.33333333333334,0.0,2020
2022-05-01,PLAYERUNKNOWNâ€™S BATTLEGROUNDS,519203.02,211,5,2017-01-01,Battle Royale,56968205.8,3745,593,-61.68687629141392,-41.551246537396125,-37.5,2020
2022-05-01,Magic: The Gathering Arena,450000.0,8,1,2018-01-01,Collectible Card Game,9194000.0,336,60,0.0,-42.85714285714286,0.0,2020
2022-05-01,League of Legends,446899.46,228,8,2009-01-01,Multiplayer Online Battle Arena,105011055.56,9211,2895,-78.63950947306874,-54.49101796407185,-55.55555555555556,2020
2022-05-01,Call of Duty: Vanguard,426000.0,134,17,2021-01-01,First-Person Shooter,6321000.0,261,91,-14.800000000000002,318.75,1600.0,2020
2022-05-01,FIFA 22,401893.7,75,7,2021-01-01,Sports,3173958.53,374,65,49.27801830565719,-9.638554216867467,-46.15384615384615,2020
2022-05-01,Mobile Legends: Bang Bang,376222.56,233,5,2016-01-01,Multiplayer Online Battle Arena,10389383.85,1745,116,-11.38725184442193,2.643171806167399,25.0,2020
2022-05-01,Halo Infinite,355200.0,71,1,2021-01-01,First-Person Shooter,3985655.0,237,47,373.59999999999997,195.83333333333334,0.0,2020
2022-05-01,Teamfight Tactics,291000.0,32,1,2019-01-01,Strategy,4428864.86,558,59,-11.144289338133051,-46.666666666666664,-80.0,2020
2022-05-01,VALORANT,272994.84,505,20,2020-01-01,First-Person Shooter,23848666.21,6491,1134,-63.91325931886642,102.0,42.85714285714286,2020
2022-05-01,Hearthstone,254200.0,238,4,2014-01-01,Collectible Card Game,29531545.82,3071,1124,5654.438070746538,1387.5,100.0,2020
2022-05-01,StarCraft II,235541.55,105,42,2010-01-01,Strategy,40148652.88,2213,7245,413.213739674621,47.887323943661976,35.48387096774193,2020
2022-05-01,Call of Duty: Warzone,147097.44,67,11,2020-01-01,First-Person Shooter,10869721.17,1223,377,-58.35057477773373,-26.37362637362637,-15.384615384615385,2020
2022-05-01,chess24,138250.0,16,1,2014-01-01,Strategy,4318475.43,90,29,-34.166666666666664,100.0,0.0,2020
2022-05-01,Age of Empires IV,129329.0,114,20,2021-01-01,Strategy,994675.03,542,327,6023.532196969697,256.25,100.0,2020
2022-05-01,Chess.com,124000.0,55,15,2007-01-01,Strategy,6590063.33,1036,603,10.320284697508896,-5.1724137931034475,15.384615384615374,2020
2022-05-01,Pokemon Unite,100000.0,157,4,2021-01-01,Multiplayer Online Battle Arena,1350500.0,330,15,19900.0,685.0,300.0,2020
2022-05-01,Brawl Stars,95000.0,85,4,2018-01-01,Strategy,7145011.8,693,196,-27.480916030534353,-48.484848484848484,-42.85714285714286,2020
2022-05-01,Clash Royale,85000.0,24,3,2016-01-01,Strategy,7771166.25,535,117,70.0,50.0,200.0,2020
2022-05-01,Brawlhalla,77600.0,95,8,2015-01-01,Fighting Game,3616487.83,850,666,15.994020926756347,-22.13114754098361,-42.85714285714286,2020
2022-05-01,Hearthstone Battlegrounds,50000.0,16,1,2019-01-01,Collectible Card Game,723630.0,98,10,0.0,0.0,0.0,2020
2022-05-01,Age of Empires II,43146.95,143,32,1999-01-01,Strategy,3253232.59,1994,1613,671.7173758681316,134.42622950819674,14.28571428571428,2020
2022-05-01,Super Smash Bros. Ultimate,32941.93,50,8,2018-01-01,Fighting Game,2618239.67,2361,1691,90.5723140220956,-19.354838709677423,-27.27272727272727,2020
2022-05-01,Trackmania (2020),32185.75,66,18,2020-01-01,Racing,571463.36,732,622,50.154839925654436,43.47826086956521,12.5,2020
2022-05-01,Call of Duty: Mobile,30262.0,0,1,2019-01-01,First-Person Shooter,6240636.0,325,21,-98.4869,-100.0,-50.0,2020
2022-05-01,Super Smash Bros. Melee,29247.71,16,1,2001-01-01,Fighting Game,4061572.65,1963,2695,3619.8049016241243,100.0,-50.0,2020
2022-05-01,WarCraft III: Reforged,26150.5,26,13,2020-01-01,Strategy,1779057.53,149,482,53.69989420477255,13.043478260869556,18.181818181818187,2020
2022-05-01,Clash of Clans,23200.0,42,3,2012-01-01,Strategy,4471027.87,367,65,321.81818181818176,5.000000000000004,-25.0,2020
2022-05-01,Tekken 7,22028.87,22,5,2015-01-01,Fighting Game,3671101.73,596,400,305.4544986039355,266.66666666666663,150.0,2020
2022-05-01,PokÃ©mon VGC,21000.0,28,3,2012-01-01,Strategy,627852.0,303,46,-26.315789473684216,-12.5,200.0,2020
2022-05-01,Street Fighter V: Champion Edition,20416.07,22,5,2020-01-01,Fighting Game,1205026.67,271,153,5093.2108971587,633.3333333333333,400.0,2020
2022-05-01,Assetto Corsa,12599.75,20,2,2014-01-01,Racing,964348.2,298,129,0.0,0.0,0.0,2020
2022-05-01,Guilty Gear -STRIVE-,10982.43,11,2,2021-01-01,Fighting Game,430875.29,246,83,212.65013422761473,-31.25,0.0,2020
2022-05-01,King of Fighters XV,10804.12,12,2,2022-01-01,Fighting Game,107769.51,142,31,230.9426737935154,9.090909090909083,0.0,2020
2022-05-01,Farming Simulator 19,10434.0,21,1,2018-01-01,Strategy,673267.88,140,31,-90.94742321707444,-56.25,0.0,2020
2022-05-01,PokÃ©mon GO,10250.0,22,6,2016-01-01,Strategy,245490.0,205,43,81.41592920353982,175.0,500.0,2020
2022-05-01,Age of Empires,9412.64,34,3,1997-01-01,Strategy,510716.46,473,265,50.36166134185302,0.0,0.0,2020
2022-05-01,Diabotical,8504.65,49,15,2020-01-01,First-Person Shooter,265072.09,399,388,-5.965701775723675,-5.769230769230771,25.0,2020
2022-05-01,Onward,8000.0,34,1,2016-01-01,First-Person Shooter,161820.0,92,8,14.28571428571428,112.5,0.0,2020
2022-05-01,TEPPEN,7866.02,3,1,2019-01-01,Strategy,626226.6,53,24,-15.848673491329734,-66.66666666666667,-66.66666666666667,2020
2022-05-01,Echo Arena,5680.0,46,3,2017-01-01,Sports,193732.32,126,22,9.23076923076922,4.545454545454541,0.0,2020
2022-05-01,Rezzil Player,5000.0,10,1,2021-01-01,Sports,61650.0,19,12,0.0,100.0,0.0,2020
2022-05-01,Assetto Corsa Competizione,3500.0,60,3,2018-01-01,Racing,535914.8,470,55,-88.16768086544963,500.0,200.0,2020
2022-05-01,Dragon Ball FighterZ,3296.07,10,2,2018-01-01,Fighting Game,493043.45,271,168,-79.23044640989255,-9.090909090909093,0.0,2020
2022-05-01,Minecraft,2500.0,5,2,2011-01-01,Multiplayer Online Battle Arena,2027733.15,543,102,-90.65420560747664,-93.05555555555556,-33.333333333333336,2020
2022-05-01,Team Fortress 2,2460.0,24,1,2007-01-01,First-Person Shooter,769120.02,1459,206,-63.95604395604395,0.0,0.0,2020
2022-05-01,Lichess,2000.0,9,2,2010-01-01,Strategy,1300329.91,346,177,0.0,12.5,0.0,2020
2022-05-01,Mortal Kombat 11,1530.0,8,1,2019-01-01,Fighting Game,601390.54,233,61,64.51612903225808,100.0,0.0,2020
2022-05-01,Mario Kart 8 Deluxe,1500.0,12,2,2017-01-01,Racing,5004.44,48,9,-11.764705882352944,-40.0,0.0,2020
2022-05-01,Quake Champions,1402.22,8,2,2017-01-01,First-Person Shooter,3506250.52,315,283,-51.90101808402623,-27.27272727272727,-33.333333333333336,2020
2022-05-01,Killer Instinct (2013),1336.58,8,1,2013-01-01,Fighting Game,226323.54,132,57,434.63199999999995,166.66666666666666,0.0,2020
2022-05-01,Street Fighter III: 3rd Strike,1130.0,8,1,1999-01-01,Fighting Game,54341.18,108,45,351.99999999999994,166.66666666666666,0.0,2020
2022-05-01,osu!,1081.63,34,5,2007-01-01,Music / Rhythm Game,228205.84,854,205,-78.0268156424581,-49.25373134328358,0.0,2020
2022-05-01,Windjammers 2,1056.07,3,56,2022-01-01,Fighting Game,1056.07,3,56,,,,2020
2022-05-01,Auto Chess,1000.0,4,1,2019-01-01,Strategy,1163720.28,133,52,-16.666666666666664,-19.999999999999996,-66.66666666666667,2020
2022-05-01,Contractors,1000.0,20,1,2018-01-01,First-Person Shooter,1000.0,20,1,,,,2020
2022-05-01,Gears 5,1000.0,8,2,2019-01-01,Third-Person Shooter,2320920.0,163,112,-71.42857142857143,-33.333333333333336,0.0,2020
2022-05-01,Lemnis Gate,1000.0,2,1,2021-01-01,First-Person Shooter,1564.7,6,5,612.2507122507122,-50.0,-50.0,2020
2022-05-01,Age of Mythology,945.0,14,5,2002-01-01,Strategy,155403.52,217,257,39.99999999999999,75.0,66.66666666666667,2020
2022-05-01,rFactor 2,749.0,3,1,2013-01-01,Racing,2209263.12,555,102,-97.06274509803922,-25.0,0.0,2020
2022-05-01,iRacing.com,500.0,1,1,2008-01-01,Racing,3531694.03,1283,185,-88.44197873324087,-83.33333333333334,0.0,2020
2022-05-01,Blaston,350.0,3,1,2020-01-01,First-Person Shooter,19623.06,27,22,-30.000000000000004,0.0,0.0,2020
2022-05-01,Age of Empires III,110.0,4,1,2005-01-01,Strategy,115843.65,166,163,-64.51612903225806,-50.0,-50.0,2020
2022-05-01,Age of Empires Online,70.0,1,1,2011-01-01,Strategy,9806.56,44,50,27.27272727272727,-75.0,0.0,2020
2022-06-01,Counter-Strike: Global Offensive,2169339.83,767,47,2012-01-01,First-Person Shooter,161615824.69,16272,6886,37.96400475625879,5.6473829201102,-6.000000000000005,2020
2022-06-01,VALORANT,894501.0,649,23,2020-01-01,First-Person Shooter,23848666.21,6491,1134,227.6622371323941,28.51485148514852,14.999999999999991,2020
2022-06-01,Call of Duty: Vanguard,636000.0,120,13,2021-01-01,First-Person Shooter,6321000.0,261,91,49.29577464788733,-10.447761194029848,-23.529411764705888,2020
2022-06-01,PLAYERUNKNOWNâ€™S BATTLEGROUNDS,549940.0,148,3,2017-01-01,Battle Royale,56968205.8,3745,593,5.920031050666852,-29.85781990521327,-40.0,2020
2022-06-01,Rocket League,450299.44,489,59,2015-01-01,Sports,35177053.26,3945,3674,-52.13439920581483,-18.905472636815922,-27.160493827160494,2020
2022-06-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,437676.53,185,5,2017-01-01,Battle Royale,73971090.93,3841,284,-93.16325032091099,-66.84587813620071,-58.33333333333333,2020
2022-06-01,Call of Duty: Mobile,420868.0,42,1,2019-01-01,First-Person Shooter,6240636.0,325,21,1290.7474720771925,inf,0.0,2020
2022-06-01,Fortnite,376692.0,301,21,2017-01-01,Battle Royale,169935795.99,7819,1735,-89.3496564788374,-43.843283582089555,-44.73684210526315,2020
2022-06-01,Mobile Legends: Bang Bang,368474.52,112,3,2016-01-01,Multiplayer Online Battle Arena,10389383.85,1745,116,-2.059429928922918,-51.931330472103014,-40.0,2020
2022-06-01,Overwatch 2,330000.0,65,2,2022-01-01,First-Person Shooter,9395501.12,943,88,,,,2020
2022-06-01,World of WarCraft,320000.0,44,2,2004-01-01,Role-Playing Game,8070537.61,487,202,700.0,12.82051282051282,-50.0,2020
2022-06-01,FIFA 22,292260.69,80,10,2021-01-01,Sports,3173958.53,374,65,-27.27910639057044,6.666666666666665,42.85714285714286,2020
2022-06-01,NBA 2K22,250000.0,40,1,2021-01-01,Sports,2650000.0,92,7,0.0,0.0,0.0,2020
2022-06-01,iRacing.com,208952.0,47,5,2008-01-01,Racing,3531694.03,1283,185,41690.4,4600.0,400.0,2020
2022-06-01,Pokemon Unite,204000.0,161,6,2021-01-01,Multiplayer Online Battle Arena,1350500.0,330,15,104.0,2.547770700636942,50.0,2020
2022-06-01,StarCraft II,167946.78,92,32,2010-01-01,Strategy,40148652.88,2213,7245,-28.697599213387193,-12.380952380952381,-23.809523809523814,2020
2022-06-01,Brawlhalla,150500.0,50,8,2015-01-01,Fighting Game,3616487.83,850,666,93.94329896907216,-47.36842105263158,0.0,2020
2022-06-01,Brawl Stars,135000.0,26,1,2018-01-01,Strategy,7145011.8,693,196,42.10526315789473,-69.41176470588235,-75.0,2020
2022-06-01,Minecraft,107500.0,119,6,2011-01-01,Multiplayer Online Battle Arena,2027733.15,543,102,4200.0,2280.0,200.0,2020
2022-06-01,Dota 2,98657.58,163,4,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,-89.05480740492725,-43.79310344827586,-60.0,2020
2022-06-01,Clash Royale,95000.0,36,4,2016-01-01,Strategy,7771166.25,535,117,11.764705882352944,50.0,33.33333333333333,2020
2022-06-01,Onmyoji Arena,89679.22,5,1,2018-01-01,Multiplayer Online Battle Arena,89679.22,5,1,,,,2020
2022-06-01,Magic: The Gathering Online,70000.0,8,1,2002-01-01,Collectible Card Game,1818000.0,173,16,-72.0,-33.333333333333336,0.0,2020
2022-06-01,Chess.com,59200.0,38,10,2007-01-01,Strategy,6590063.33,1036,603,-52.25806451612903,-30.909090909090907,-33.333333333333336,2020
2022-06-01,League of Legends,52778.55,53,4,2009-01-01,Multiplayer Online Battle Arena,105011055.56,9211,2895,-88.19006180942802,-76.75438596491229,-50.0,2020
2022-06-01,Hearthstone,50949.0,20,3,2014-01-01,Collectible Card Game,29531545.82,3071,1124,-79.95712037765539,-91.59663865546219,-25.0,2020
2022-06-01,Rainbow Six Siege,44815.85,70,3,2015-01-01,First-Person Shooter,39493024.47,2933,543,-93.49233837026325,-63.730569948186535,-66.66666666666667,2020
2022-06-01,Age of Empires II,44497.49,113,36,1999-01-01,Strategy,3253232.59,1994,1613,3.1300937841492793,-20.97902097902098,12.5,2020
2022-06-01,PokÃ©mon VGC,33500.0,36,2,2012-01-01,Strategy,627852.0,303,46,59.52380952380953,28.57142857142858,-33.333333333333336,2020
2022-06-01,Assetto Corsa Competizione,30192.0,26,2,2018-01-01,Racing,535914.8,470,55,762.6285714285714,-56.666666666666664,-33.333333333333336,2020
2022-06-01,StarCraft: Remastered,29972.34,62,2,2017-01-01,Strategy,3048486.06,376,470,-72.03333940458897,-3.125,-71.42857142857143,2020
2022-06-01,WarCraft III: Reforged,28682.5,20,14,2020-01-01,Strategy,1779057.53,149,482,9.682415250186427,-23.076923076923073,7.692307692307687,2020
2022-06-01,Super Smash Bros. Ultimate,23021.61,53,10,2018-01-01,Fighting Game,2618239.67,2361,1691,-30.114568272107924,6.000000000000005,25.0,2020
2022-06-01,Farming Simulator 19,20200.0,37,2,2018-01-01,Strategy,673267.88,140,31,93.59785317232125,76.19047619047619,100.0,2020
2022-06-01,Hearthstone Battlegrounds,20000.0,4,1,2019-01-01,Collectible Card Game,723630.0,98,10,-60.0,-75.0,0.0,2020
2022-06-01,PokÃ©mon GO,19800.0,32,5,2016-01-01,Strategy,245490.0,205,43,93.17073170731706,45.45454545454546,-16.666666666666664,2020
2022-06-01,Point Blank,16881.26,27,2,2008-01-01,First-Person Shooter,1903561.1,583,112,131.77400974806068,35.00000000000001,0.0,2020
2022-06-01,Street Fighter V: Champion Edition,13290.0,19,4,2020-01-01,Fighting Game,1205026.67,271,153,-34.904220058022915,-13.636363636363635,-19.999999999999996,2020
2022-06-01,Assetto Corsa,12905.75,25,3,2014-01-01,Racing,964348.2,298,129,2.4286196154685635,25.0,50.0,2020
2022-06-01,Tekken 7,12323.6,18,5,2015-01-01,Fighting Game,3671101.73,596,400,-44.057048772814944,-18.181818181818176,0.0,2020
2022-06-01,Call of Duty: Warzone,11964.8,17,3,2020-01-01,First-Person Shooter,10869721.17,1223,377,-91.86607190444647,-74.62686567164178,-72.72727272727273,2020
2022-06-01,Age of Empires IV,11622.0,46,12,2021-01-01,Strategy,994675.03,542,327,-91.01361643560222,-59.64912280701755,-40.0,2020
2022-06-01,Guilty Gear -STRIVE-,10590.0,14,2,2021-01-01,Fighting Game,430875.29,246,83,-3.573252913972591,27.27272727272727,0.0,2020
2022-06-01,Apex Legends,10050.01,18,2,2019-01-01,Battle Royale,21042713.01,2163,714,-99.01219201529162,-88.81987577639751,-50.0,2020
2022-06-01,Overwatch,10000.0,43,2,2016-01-01,First-Person Shooter,34616725.38,4047,835,-93.99866746412373,-64.75409836065573,-50.0,2020
2022-06-01,Clash of Clans,9500.0,39,4,2012-01-01,Strategy,4471027.87,367,65,-59.051724137931025,-7.14285714285714,33.33333333333333,2020
2022-06-01,King of Fighters XV,9360.0,15,2,2022-01-01,Fighting Game,107769.51,142,31,-13.366382454100844,25.0,0.0,2020
2022-06-01,Team Fortress 2,9000.0,48,1,2007-01-01,First-Person Shooter,769120.02,1459,206,265.8536585365854,100.0,0.0,2020
2022-06-01,Trackmania (2020),8255.66,43,14,2020-01-01,Racing,571463.36,732,622,-74.34995300715379,-34.84848484848485,-22.22222222222222,2020
2022-06-01,TEPPEN,8134.39,6,2,2019-01-01,Strategy,626226.6,53,24,3.4117635093732224,100.0,100.0,2020
2022-06-01,Age of Empires,8004.0,18,2,1997-01-01,Strategy,510716.46,473,265,-14.965408217035813,-47.05882352941176,-33.333333333333336,2020
2022-06-01,Diabotical,6533.99,36,12,2020-01-01,First-Person Shooter,265072.09,399,388,-23.171559088263482,-26.530612244897956,-19.999999999999996,2020
2022-06-01,Legends of Runeterra,6000.0,12,1,2020-01-01,Collectible Card Game,718091.03,284,33,-97.0,-25.0,0.0,2020
2022-06-01,osu!,5594.49,36,5,2007-01-01,Music / Rhythm Game,228205.84,854,205,417.2277026339875,5.882352941176472,0.0,2020
2022-06-01,Rezzil Player,5000.0,10,1,2021-01-01,Sports,61650.0,19,12,0.0,0.0,0.0,2020
2022-06-01,TrackMania Nations Forever,2500.0,4,1,2008-01-01,Racing,197070.19,140,85,451.86419725833866,33.33333333333333,0.0,2020
2022-06-01,Super Smash Bros. Melee,2240.0,8,1,2001-01-01,Fighting Game,4061572.65,1963,2695,-92.34128073616704,-50.0,0.0,2020
2022-06-01,Lichess,2000.0,9,2,2010-01-01,Strategy,1300329.91,346,177,0.0,0.0,0.0,2020
2022-06-01,Dragon Ball FighterZ,1990.0,8,1,2018-01-01,Fighting Game,493043.45,271,168,-39.625068642352865,-19.999999999999996,-50.0,2020
2022-06-01,BlazBlue: Central Fiction,1980.0,11,2,2015-01-01,Fighting Game,89603.21,114,50,151.81228538725676,37.5,100.0,2020
2022-06-01,Melty Blood: Type Lumina,1960.0,12,2,2021-01-01,Fighting Game,37842.49,48,12,730.9309818551807,300.0,100.0,2020
2022-06-01,After-H,1052.0,12,1,2019-01-01,First-Person Shooter,44880.4,93,13,-67.9717469402667,-40.0,-50.0,2020
2022-06-01,Gears 5,1000.0,8,2,2019-01-01,Third-Person Shooter,2320920.0,163,112,0.0,0.0,0.0,2020
2022-06-01,Mortal Kombat 11,980.0,8,1,2019-01-01,Fighting Game,601390.54,233,61,-35.94771241830066,0.0,0.0,2020
2022-06-01,Granblue Fantasy: Versus,970.0,8,1,2020-01-01,Fighting Game,186825.88,118,84,-61.95809900306688,-27.27272727272727,-50.0,2020
2022-06-01,Age of Mythology,927.74,11,4,2002-01-01,Strategy,155403.52,217,257,-1.8264550264550206,-21.42857142857143,-19.999999999999996,2020
2022-06-01,Age of Empires III,900.0,6,1,2005-01-01,Strategy,115843.65,166,163,718.1818181818181,50.0,0.0,2020
2022-06-01,Street Fighter III: 3rd Strike,900.0,8,1,1999-01-01,Fighting Game,54341.18,108,45,-20.353982300884955,0.0,0.0,2020
2022-06-01,FIFA Online 4,750.0,1,1,2018-01-01,Sports,4049185.91,417,66,-99.34734033790889,-97.95918367346938,-50.0,2020
2022-06-01,Ultimate Marvel vs. Capcom 3,750.0,8,1,2011-01-01,Fighting Game,174179.59,209,187,-50.0,100.0,0.0,2020
2022-06-01,Quake Champions,738.0,3,1,2017-01-01,First-Person Shooter,3506250.52,315,283,-47.369171741952044,-62.5,-50.0,2020
2022-06-01,BlazBlue: Cross Tag Battle,700.0,8,1,2018-01-01,Fighting Game,97872.7,128,42,196.7610649482788,166.66666666666666,0.0,2020
2022-06-01,Super Street Fighter II Turbo,580.0,3,1,1994-01-01,Fighting Game,25646.29,114,51,131.99999999999997,0.0,0.0,2020
2022-06-01,Soul Calibur VI,560.0,3,1,2018-01-01,Fighting Game,176687.27,127,71,256.09818135571663,0.0,0.0,2020
2022-06-01,Snapshot VR,500.0,9,1,2020-01-01,First-Person Shooter,1000.0,15,2,0.0,-9.999999999999998,0.0,2020
2022-06-01,Capcom vs. SNK 2,480.0,3,1,2001-01-01,Fighting Game,24976.79,38,22,100.0,0.0,0.0,2020
2022-06-01,Age of Empires Online,450.0,4,4,2011-01-01,Strategy,9806.56,44,50,542.8571428571429,300.0,300.0,2020
2022-06-01,Def Jam: Fight for NY,360.0,3,1,2004-01-01,Fighting Game,550.0,6,3,1700.0,0.0,0.0,2020
2022-06-01,Halo Infinite,205.0,3,1,2021-01-01,First-Person Shooter,3985655.0,237,47,-99.94228603603604,-95.77464788732395,0.0,2020
2022-06-01,Beat Saber,179.81,3,1,2019-01-01,Music / Rhythm Game,16692.06,63,11,-55.04750000000001,0.0,0.0,2020
2022-07-01,Dota 2,6110050.0,490,20,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,6093.188602436832,200.61349693251535,400.0,2020
2022-07-01,Rocket League,2343880.83,315,33,2015-01-01,Sports,35177053.26,3945,3674,420.5160437241495,-35.582822085889575,-44.067796610169495,2020
2022-07-01,Fortnite,2306200.0,336,33,2017-01-01,Battle Royale,169935795.99,7819,1735,512.2243105773417,11.627906976744185,57.14285714285714,2020
2022-07-01,Apex Legends,2093861.74,236,9,2019-01-01,Battle Royale,21042713.01,2163,714,20734.424443358763,1211.111111111111,350.0,2020
2022-07-01,League of Legends: Wild Rift,2000290.34,142,2,2021-01-01,Multiplayer Online Battle Arena,9480421.08,1428,107,-79.80361254223143,-53.59477124183007,-97.84946236559139,2020
2022-07-01,Arena of Valor,1753945.02,98,2,2015-01-01,Multiplayer Online Battle Arena,77920901.06,1986,156,-85.198155799158,-66.43835616438356,-97.5,2020
2022-07-01,FIFA 22,1723565.92,204,7,2021-01-01,Sports,3173958.53,374,65,489.73580059637845,154.99999999999997,-30.000000000000004,2020
2022-07-01,Counter-Strike: Global Offensive,1625437.65,898,42,2012-01-01,First-Person Shooter,161615824.69,16272,6886,-25.07224421357719,17.07953063885268,-10.63829787234043,2020
2022-07-01,Overwatch 2,1100000.0,158,3,2022-01-01,First-Person Shooter,9395501.12,943,88,233.33333333333334,143.07692307692307,50.0,2020
2022-07-01,VALORANT,929042.37,540,22,2020-01-01,First-Person Shooter,23848666.21,6491,1134,3.861523911096798,-16.795069337442214,-4.347826086956519,2020
2022-07-01,Call of Duty: Vanguard,530000.0,36,4,2021-01-01,First-Person Shooter,6321000.0,261,91,-16.666666666666664,-70.0,-69.23076923076923,2020
2022-07-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,378639.4,208,4,2017-01-01,Battle Royale,73971090.93,3841,284,-13.488758467354877,12.432432432432439,-19.999999999999996,2020
2022-07-01,World of WarCraft,364000.0,29,3,2004-01-01,Role-Playing Game,8070537.61,487,202,13.749999999999996,-34.09090909090909,50.0,2020
2022-07-01,Rainbow Six Siege,342331.17,322,10,2015-01-01,First-Person Shooter,39493024.47,2933,543,663.8618256710516,359.99999999999994,233.33333333333334,2020
2022-07-01,StarCraft II,281505.0,84,28,2010-01-01,Strategy,40148652.88,2213,7245,67.61559822700977,-8.695652173913048,-12.5,2020
2022-07-01,Hearthstone,270000.0,155,2,2014-01-01,Collectible Card Game,29531545.82,3071,1124,429.9417064122946,675.0,-33.333333333333336,2020
2022-07-01,PLAYERUNKNOWNâ€™S BATTLEGROUNDS,262161.98,384,10,2017-01-01,Battle Royale,56968205.8,3745,593,-52.32898498017966,159.45945945945948,233.33333333333334,2020
2022-07-01,FIFA Online 4,229121.67,126,4,2018-01-01,Sports,4049185.91,417,66,30449.556,12500.0,300.0,2020
2022-07-01,CrossFire HD,222045.0,60,1,2022-01-01,First-Person Shooter,571335.0,95,3,,,,2020
