Game,Genre,Earnings,Players,Tournaments,TotalPlayers,TotalTournaments
Street Fighter V: Champion Edition,Fighting Game,0.00033110230620140673,0.011052937754508435,0.017543859649122806,0.016654375614552606,0.02098288238542242
Assetto Corsa,Racing,0.000321529239146637,0.014543339150668994,0.011695906432748537,0.01831366764995084,0.0176697956929873
Tekken 7,Fighting Game,0.0003070257622801848,0.010471204188481674,0.023391812865497075,0.03662733529990168,0.055080066261733854
Call of Duty: Warzone,First-Person Shooter,0.0002980867474220159,0.009889470622454915,0.011695906432748537,0.0751597836774828,0.0519050248481502
Age of Empires IV,Strategy,0.00028954635084068843,0.026759744037230946,0.06432748538011696,0.03330875122910521,0.04500276090557703
Guilty Gear -STRIVE-,Fighting Game,0.0002638354719844167,0.008144269924374637,0.005847953216374269,0.015117994100294987,0.011319712865819991
Apex Legends,Battle Royale,0.0002503823542774417,0.010471204188481674,0.005847953216374269,0.13292772861356933,0.09842628382109334
Overwatch,First-Person Shooter,0.00024913642302588923,0.02501454333915067,0.005847953216374269,0.2487094395280236,0.11512976256212039
Clash of Clans,Strategy,0.00023667960187459473,0.02268760907504363,0.017543859649122806,0.022554080629301868,0.00883489784649365
King of Fighters XV,Fighting Game,0.0002331916919522323,0.008726003490401396,0.005847953216374269,0.008726647000983285,0.0041413583655438985
Team Fortress 2,First-Person Shooter,0.0002242227807233003,0.027923211169284465,0.0,0.08966322517207473,0.028299282164549976
Trackmania (2020),Racing,0.00020567856021179125,0.02501454333915067,0.07602339181286549,0.04498525073746313,0.08572611816675871
TEPPEN,Strategy,0.0002026572828097563,0.003490401396160558,0.005847953216374269,0.0032571288102261555,0.0031750414135836556
Age of Empires,Strategy,0.00019940879298992173,0.010471204188481674,0.005847953216374269,0.02906833824975418,0.036443953616786304
Diabotical,First-Person Shooter,0.00016278548966869297,0.02094240837696335,0.06432748538011696,0.024520648967551625,0.05342352291551629
Legends of Runeterra,Collectible Card Game,0.00014948185381553352,0.006980802792321116,0.0,0.01745329400196657,0.004417448923246825
osu!,Music / Rhythm Game,0.0001393791227254107,0.02094240837696335,0.023391812865497075,0.052482792527040315,0.028161236885698514
Rezzil Player,Sports,0.00012456821151294461,0.005817335660267597,0.0,0.0011676499508357916,0.0015184980673660963
TrackMania Nations Forever,Racing,6.228410575647231e-05,0.002326934264107039,0.0,0.008603736479842675,0.011595803423522918
Super Smash Bros. Melee,Fighting Game,5.5806558757799185e-05,0.004653868528214078,0.0,0.12063667649950836,0.3718939812258421
Lichess,Strategy,4.982728460517784e-05,0.005235602094240837,0.005847953216374269,0.02126352015732547,0.02429596907785754
Dragon Ball FighterZ,Fighting Game,4.957814818215195e-05,0.004653868528214078,0.0,0.016654375614552606,0.02305356156819437
BlazBlue: Central Fiction,Fighting Game,4.9329011759126064e-05,0.006399069226294357,0.005847953216374269,0.00700589970501475,0.0067642186637217015
Melty Blood: Type Lumina,Fighting Game,4.883073891307429e-05,0.006980802792321116,0.005847953216374269,0.0029498525073746312,0.0015184980673660963
After-H,First-Person Shooter,2.6209151702323544e-05,0.006980802792321116,0.0,0.005715339233038348,0.0016565433462175595
Gears 5,Third-Person Shooter,2.491364230258892e-05,0.004653868528214078,0.005847953216374269,0.010017207472959685,0.015323025952512427
Mortal Kombat 11,Fighting Game,2.4415369456537144e-05,0.004653868528214078,0.0,0.014319075712881024,0.008282716731087799
Granblue Fantasy: Versus,Fighting Game,2.4166233033511252e-05,0.004653868528214078,0.0,0.007251720747295969,0.011457758144671454
Age of Mythology,Strategy,2.3113382509803844e-05,0.006399069226294357,0.017543859649122806,0.013335791543756146,0.0353395913859746
Age of Empires III,Strategy,2.2422278072330027e-05,0.003490401396160558,0.0,0.0102015732546706,0.022363335173937054
Street Fighter III: 3rd Strike,Fighting Game,2.2422278072330027e-05,0.004653868528214078,0.0,0.006637168141592921,0.006073992269464385
FIFA Online 4,Sports,1.868523172694169e-05,0.0005817335660267597,0.0,0.02562684365781711,0.008972943125345115
Ultimate Marvel vs. Capcom 3,Fighting Game,1.868523172694169e-05,0.004653868528214078,0.0,0.012844149459193708,0.025676421866372173
Quake Champions,First-Person Shooter,1.8386268019310623e-05,0.001745200698080279,0.0,0.01935840707964602,0.038928768636112644
BlazBlue: Cross Tag Battle,Fighting Game,1.7439549611812245e-05,0.004653868528214078,0.0,0.007866273352999017,0.005659856432909995
Super Street Fighter II Turbo,Fighting Game,1.4449912535501575e-05,0.001745200698080279,0.0,0.00700589970501475,0.006902263942573164
Soul Calibur VI,Fighting Game,1.3951639689449796e-05,0.001745200698080279,0.0,0.007804818092428712,0.009663169519602431
Snapshot VR,First-Person Shooter,1.245682115129446e-05,0.005235602094240837,0.0,0.0009218289085545724,0.0001380452788514633
Capcom vs. SNK 2,Fighting Game,1.1958548305242682e-05,0.001745200698080279,0.0,0.002335299901671583,0.002898950855880729
Age of Empires Online,Strategy,1.1211139036165014e-05,0.002326934264107039,0.017543859649122806,0.002704031465093412,0.0067642186637217015
Def Jam: Fight for NY,Fighting Game,8.968911228932011e-06,0.001745200698080279,0.0,0.0003687315634218289,0.0002760905577029266
Halo Infinite,First-Person Shooter,5.107296672030729e-06,0.001745200698080279,0.0,0.014564896755162243,0.006350082827167311
Beat Saber,Music / Rhythm Game,4.479722022428514e-06,0.001745200698080279,0.0,0.003871681415929204,0.001380452788514633
Dota 2,Multiplayer Online Battle Arena,0.15222360015093345,0.2850494473531123,0.1111111111111111,0.29400196656833827,0.25400331308669244
Rocket League,Sports,0.05839460859851523,0.18324607329842932,0.1871345029239766,0.24244100294985252,0.5070403092214247
Fortnite,Battle Royale,0.057455841878230565,0.19546247818499127,0.1871345029239766,0.4805186823992134,0.23937051352843733
Apex Legends,Battle Royale,0.052165722421436446,0.1372891215823153,0.04678362573099415,0.13292772861356933,0.09842628382109334
